workorder,date_time_opened,date_time_closed,registration,total_time,ata_code,problem,date,action,cluster,cluster_name
1112782,2012-07-07 13:05:00,2012-07-07 13:01:00,N556ND,7440.299999999999,3240.0,NOSE TIRE FLAT.,2012-07-07,REMOVED & REPLACED NOSE TIRE & TUBE W/ NEW.,c_44,landing gear tire
1113389,2012-07-22 10:25:00,2012-07-22 13:39:00,N556ND,7562.400000000001,3240.0,FLAT SPOT ON R/H MLG TIRE.,2012-07-22,TIRE TREAD STILL W/IN LIMITS.,c_44,landing gear tire
1113517,2012-07-25 21:31:00,2012-07-26 14:38:00,N537ND,6069.299999999999,3240.0,NLG TIRE FLAT ON RAMP.,2012-07-26,REMOVED & REPLACED TIRE & TUBE.,c_44,landing gear tire
1113581,2012-07-27 21:50:00,2012-07-27 14:37:00,N556ND,7608.900000000001,3240.0,R/H MLG TIRE HAS CORD SHOWING.,2012-07-27,REPLACED TIRE & TUBE.,c_44,landing gear tire
1113784,2012-08-01 13:05:00,2012-08-01 14:02:00,N537ND,6138.9,3240.0,"R/H MAIN TIRE WORN EXCESSIVLY, FOUND LEFT MAIN TIRE WORN AFTER INSPECTION.",2012-08-01,REPLACED LEFT TIRE & TUBE.,c_44,landing gear tire
1113798,2012-08-01 17:45:00,2012-08-01 13:17:00,N545ND,6471.8,3240.0,R/H MLG TIRE WORN.,2012-08-01,REMOVED & REPLACED TIRE & TUBE.,c_44,landing gear tire
1114378,2012-08-20 22:05:00,2012-08-20 13:29:00,N556ND,7803.0,3240.0,L/H MLG TIRE HAS CORD SHOWING.,2012-08-20,REMOVED & REPLACED L/H MAIN LANDING GEAR TIRE & TUBE.,c_44,landing gear tire
1114458,2012-08-22 14:51:00,2012-08-22 11:10:00,N537ND,6322.799999999999,3240.0,L/H & R/H MLG BRAKE LININGS WORN.,2012-08-22,INSTALLED NEW BRAKE LININGS IN L/H & R/H MLG CALIPERS.,c_44,landing gear tire
1114510,2012-08-23 14:56:00,2012-08-23 00:00:00,N556ND,7821.599999999999,3240.0,L/H MLG TIRE COTTER PIN CUT SHORT,2012-08-23,INSTALLED NEW COTTER PIN,c_44,landing gear tire
1114776,2012-08-30 15:03:00,2012-08-30 15:05:00,N529ND,10533.099999999999,3240.0,MLG BRAKE LININGS ARE WORN BELOW LIMITS.,2012-08-30,INSTALLED NEW BRAKE LININGS ON BOTH MLG CALIPERS.,c_44,landing gear tire
1114928,2012-09-04 14:51:00,2012-09-06 16:10:00,N545ND,6750.5,3240.0,L/H & R/H MLG BRAKE LININGS WORN.,2012-09-04,INSTALLED NEW L/H & R/H MLG BRAKE LININGS.,c_44,landing gear tire
1114934,2012-09-04 16:11:00,2012-09-04 15:26:00,N513ND,10158.5,3220.0,NLG TIRE IS WEATHER CRACKED.,2012-09-04,REMOVED & REPLACED NLG TIRE.,c_44,landing gear tire
1115090,2012-09-07 14:42:00,2012-09-07 15:01:00,N513ND,10197.2,3240.0,L/H MLG BRAKE LININGS WORN.,2012-09-07,INSTALLED NEW L/H MLG BRAKE LININGS.,c_44,landing gear tire
1115103,2012-09-08 07:47:00,2012-09-08 09:54:00,N538ND,5808.2,3240.0,L/H MLG TIRE SHOWING CORD.,2012-09-08,REMOVED & REPLACED TIRE & TUBE.,c_44,landing gear tire
1115277,2012-09-13 13:07:00,2012-09-13 13:57:00,N551ND,7331.0,3240.0,RIGHT MAIN TIRE SHOWING CORD.,2012-09-13,REMOVED & REPLACED TIRE & TUBE.,c_44,landing gear tire
1115712,2012-09-25 08:21:00,2012-09-25 14:50:00,N529ND,10785.099999999999,3240.0,LEFT TIRE IS SHOWING CORDS.,2012-09-25,REMOVED & REPLACED TIRE & TUBE.,c_44,landing gear tire
1115969,2012-10-01 09:50:00,2012-10-01 15:47:00,N522ND,10574.7,3240.0,R/H TIRE HAS 2 BALD SPOTS.,2012-10-01,REMOVED & REPLACED TIRE & TUBE.,c_44,landing gear tire
1115993,2012-10-02 06:58:00,2012-10-08 10:44:00,N567ND,7058.1,3240.0,LEFT MAIN TIRE FLATSPOTTED.,2012-10-02,REPLACED TIRE & TUBE.,c_44,landing gear tire
1116036,2012-10-03 11:45:00,2012-10-03 16:39:00,N565ND,6690.2,3240.0,RIGHT MAIN TIRE FLAT SPOTTED.,2012-10-03,REMOVED & REPLACED TIRE & TUBE.,c_44,landing gear tire
1116040,2012-10-03 14:12:00,2012-10-03 16:28:00,N550ND,7222.799999999999,3240.0,L/H MAIN TIRE HAS CORD SHOWING.,2012-10-03,REMOVED & REPLACED TIRE & TUBE.,c_44,landing gear tire
1116040,2012-10-03 14:12:00,2012-10-03 16:28:00,N550ND,7222.799999999999,3240.0,L/H MLG TIRE RACE HAS WEAR MARKS.,2012-10-03,REMOVED & REPLACED RACE & BEARING.,c_44,landing gear tire
1116040,2012-10-03 14:12:00,2012-10-03 16:28:00,N550ND,7222.799999999999,3240.0,R/H MLG TIRE RACE HAS WEAR MARKS.,2012-10-03,REMOVED & REPLACED RACE & BEARING.,c_44,landing gear tire
1116040,2012-10-03 14:12:00,2012-10-03 16:28:00,N550ND,7222.799999999999,3240.0,NOSE TIRE RACE NEEDS TO BE CHANGED DUE TO WEAR MARKS.,2012-10-03,REMOVED & REPLACED RACE & BEARING.,c_44,landing gear tire
1116083,2012-10-05 15:11:00,2012-10-05 12:27:00,N515ND,7422.7,3240.0,R/H MLG TIRE WORN.,2012-10-05,INSTALLED NEW R/H MLG TIRE & TUBE.,c_44,landing gear tire
1116083,2012-10-05 15:11:00,2012-10-05 12:27:00,N515ND,7422.7,3240.0,R/H MLG BRAKE STICKY.,2012-10-05,"INSPECTED R/H MLG BRAKE SYSTEM, OPS CK GOOD. COULD NOT DUPLICATE.",c_44,landing gear tire
1116089,2012-10-06 08:55:00,2012-10-06 13:14:00,N565ND,6690.2,3240.0,LARGE BALD SPOT ON RIGHT TIRE.,2012-10-06,REMOVED & REPLACED TUBE & TUBE W/ NEW.,c_44,landing gear tire
1116120,2012-10-07 14:21:00,2012-10-07 13:31:00,N579ND,5720.4,3240.0,"DURING POST FLIGHT, NOTICED SMALL PATCH OF CORDS SHOWING RIGHT MAIN GEAR.",2012-10-07,REMOVED & REPLACED R/H MLG TIRE & TUBE W/ NEW.,c_44,landing gear tire
1116121,2012-10-07 15:19:00,2012-10-07 13:30:00,N568ND,6073.5,3240.0,R/H TIRE CORD SHOWING.,2012-10-07,REPLACED R/H TIRE & TUBE.,c_44,landing gear tire
1116161,2012-10-08 14:48:00,2012-10-08 10:35:00,N549ND,6940.299999999999,3240.0,L/H MLG BRAKE LININGS WORN.,2012-10-08,REMOVED & REPLACED L/H MLG BRAKE LININGS.,c_44,landing gear tire
1116174,2012-10-09 06:51:00,2012-10-09 15:28:00,N545ND,7077.2,3240.0,ALL TIRE PRESSURES LOW.,2012-10-09,ADJUSTED TIRE PRESSURES.,c_44,landing gear tire
1116208,2012-10-09 14:58:00,2012-10-10 13:43:00,N579ND,5722.5,3240.0,L/H MLG TIRE WORN.,2012-10-09,INSTALLED NEW L/H MLG TIRE & TUBE.,c_44,landing gear tire
1116220,2012-10-10 07:12:00,2012-10-10 13:14:00,N569ND,6750.299999999999,3240.0,FLAT SPOT ON RIGHT SIDE OF TIRE.,2012-10-10,INSPECTED ALL WHEELS NOTING NO DISCREPS.,c_44,landing gear tire
1116236,2012-10-10 14:33:00,2012-10-10 13:23:00,N516ND,10499.9,3240.0,L/H MAIN TIRE HAS LARGE FLAT SPOT.,2012-10-10,REMOVED & REPLACED L/H TUBE & TIRE.,c_44,landing gear tire
1116242,2012-10-10 18:36:00,2012-10-11 10:28:00,N563ND,7202.5,3200.0,"ON LANDING, A/C BEGAN TO VIBRATE VIOLENTLY. EXITED & CHECKED MLG TIRE, NO FLAT SPOTS. NOTED BASE OF LEFT LANDING GEAR WOBBLING.",2012-10-10,"REMOVED & REPLACED TIRE & TUBE. SHIMMED UPPER & LOWER SCISSOR LINKS. TAXIED A/C, PROBLEM STILL OCCURING.",c_44,landing gear tire
1116242,2012-10-10 18:36:00,2012-10-11 10:28:00,N563ND,7202.5,3200.0,"ON LANDING, A/C BEGAN TO VIBRATE VIOLENTLY. EXITED & CHECKED MLG TIRE, NO FLAT SPOTS. NOTED BASE OF LEFT LANDING GEAR WOBBLING.",2012-10-11,"REMOVED & REPLACD R/H MLG TIRE & TUBE. HIGH SPEED TAXIED A/C, OPS CHECK GOOD.",c_44,landing gear tire
1116326,2012-10-12 14:27:00,2012-10-12 15:06:00,N577ND,7007.4,3240.0,R/H MLG TIRE HAS CORD SHOWING.,2012-10-12,REMOVED & REPLACED R/H MLG TIRE & TUBE.,c_44,landing gear tire
1116336,2012-10-13 07:06:00,2012-10-14 13:46:00,N527ND,5338.299999999999,3240.0,LEFT MAIN TIRE IS FLAT SPOTTED.,2012-10-13,REPLACED TIRE & TUBE.,c_44,landing gear tire
1116336,2012-10-13 07:06:00,2012-10-14 13:46:00,N527ND,5338.299999999999,3340.0,LANDING LIGHT INOP.,2012-10-13,"REPLACED LANDING LIGHT BULB, OPS CHECK GOOD.",c_44,landing gear tire
1116338,2012-10-13 09:50:00,2012-10-13 12:13:00,N547ND,6296.700000000001,3240.0,L/H TIRE BALD.,2012-10-13,REMOVED & REPLACED TIRE & TUBE.,c_44,landing gear tire
