workorder,date_time_opened,date_time_closed,registration,total_time,ata_code,problem,date,action,cluster,cluster_name
1114458,2012-08-22 14:51:00,2012-08-22 11:10:00,N537ND,6322.799999999999,7920.0,CYL OIL RETURN TUBE HOSE CLAMPS LOOSE (ALL CYL).,2012-08-22,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1116083,2012-10-05 15:11:00,2012-10-05 12:27:00,N515ND,7422.7,7920.0,CYL OIL RETURN HOSE CLAMPS LOOSE.,2012-10-05,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1116192,2012-10-09 09:39:00,2012-10-09 15:35:00,N561ND,2873.1000000000004,7910.0,#1 & 4 OIL RETURN HOSES LEAKING.,2012-10-09,TIGHTENED CLAMPS.,c_35,oil return line
1116203,2012-10-09 13:59:00,2012-10-09 15:08:00,N520ND,6506.6,7920.0,#1 CYL OIL RETURN LINE WORM CLAMPS ARE LOOSE.,2012-10-09,TIGHTENED CLAMPS.,c_35,oil return line
1116212,2012-10-09 16:35:00,2012-10-09 14:58:00,N570ND,6862.1,7920.0,#2 CYL OIL RETURN LINE WORM CLAMPS ARE LOOSE.,2012-10-09,TIGHTENED CLAMPS.,c_35,oil return line
1116453,2012-10-16 14:53:00,2012-10-16 11:11:00,N552ND,10271.8,7920.0,CYL OIL RETURN HOSE CLAMPS LOOSE (ALL CYLS).,2012-10-16,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1116504,2012-10-17 14:40:00,2012-10-17 14:29:00,N571ND,6803.4,7920.0,CYL OIL RETURN TUBE HOSE CLAMPS LOOSE (ALL CYLS).,2012-10-17,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1116514,2012-10-17 19:43:00,2012-10-19 14:11:00,N548ND,5101.200000000001,7920.0,#3 OIL RETURN LINE WORM CLAMP LOOSE.,2012-10-18,TIGHTENED OIL RETURN WORM CLAMPS.,c_35,oil return line
1116753,2012-10-25 14:45:00,2012-10-25 10:20:00,N565ND,6870.8,7920.0,CYL OIL RETURN HOSE CLAMPS LOOSE (ALL CYLS).,2012-10-25,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1116931,2012-10-30 14:59:00,2012-10-31 14:45:00,N528ND,7485.4,7230.0,#3 CYLINDER OIL RETURN LINE LEAKING ON RUBBER HOSE SECTION.,2012-10-30,TIGHTENED CLAMPS ON RUBBER HOSE SECTION.,c_35,oil return line
1116980,2012-10-31 14:39:00,2012-10-31 13:32:00,N559ND,7221.299999999999,7920.0,CYL OIL RETURN HOSE CLAMPS LOOSE (ALL CYL).,2012-10-31,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1117057,2012-11-02 14:26:00,2012-11-02 14:59:00,N520ND,6789.8,7920.0,CYL OIL RETURN HOSE CLAMPS LOOSE (ALL CYLS).,2012-11-02,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1117153,2012-11-06 14:33:00,2012-11-06 14:35:00,N530ND,8061.1,7920.0,CYL OIL RETURN HOSE CLAMP LOOSE (ALL CYLS).,2012-11-06,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1117189,2012-11-07 14:46:00,2012-11-07 13:43:00,N515ND,7696.9,7920.0,CYL OIL RETURN HOSE CLAMPS LOOSE (ALL CYLS).,2012-11-07,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1117864,2012-11-29 14:54:00,2012-11-30 13:51:00,N567ND,5005.5,7920.0,CYL OIL RETURN HOSE CLAMPS LOOSE (ALL CYLS).,2012-11-29,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1117954,2012-12-04 07:03:00,2012-12-04 13:27:00,N563ND,7576.6,7900.0,OIL RETURN HOSES ARE LEAKING.,2012-12-04,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1118209,2012-12-12 06:59:00,2012-12-15 13:02:00,N570ND,7268.299999999999,7920.0,OIL RETURN HOSES LEAKING.,2012-12-13,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1118392,2012-12-21 07:27:00,2012-12-28 09:01:00,N526ND,7352.1,7900.0,#1 & 4 OIL RETURN HOSES ARE LEAKING.,2012-12-21,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1118475,2012-12-31 09:52:00,2013-01-15 13:38:00,N568ND,6645.0,7900.0,CYL OIL RETURN TUBE HOSE CLAMPS LOOSE (ALL CYLS).,2012-12-31,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1118475,2012-12-31 09:52:00,2013-01-15 13:38:00,N568ND,6645.0,7900.0,CYL OIL RETURN TUBE HOSE CLAMPS LOOSE (ALL CYLS).,2013-01-15,LK CK GOOD.,c_35,oil return line
1118820,2013-01-15 14:50:00,2013-01-15 13:23:00,N531ND,3472.7999999999997,7920.0,#1 CYL OIL RETURN HOSE CLAMP BAD.,2013-01-15,INSTALLED NEW HOSE CLAMP.,c_35,oil return line
1118970,2013-01-19 08:35:00,2013-01-20 13:44:00,N567ND,5157.3,7900.0,CYL #2 & 4 ROCKER RETURN LINES CHAFED.,2013-01-19,REPLACED CYL #4 ROCKER RETURN LINE. FURTHER INSP REVEALED #2 RETURN LNIE TO BE AIRWORTHY.,c_35,oil return line
1119325,2013-01-28 15:11:00,2013-01-28 13:17:00,N537ND,5697.3,7920.0,#2 ROCKER RETURN LINE CHAFING ON BAFFLING.,2013-01-28,INSPECTED & FOUND DAMAGE TO BE ACCEPTABLE. REPOSITIONED LINE & APPLIED SPIRAL WRAP.,c_35,oil return line
1119832,2013-02-13 14:58:00,2013-02-13 14:46:00,N509ND,7296.1,7920.0,CYL OIL RETURN HOSE CLAMPS LOOSE (ALL CYLS).,2013-02-13,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1120184,2013-02-25 14:51:00,2013-02-25 11:22:00,N575ND,5973.6,7920.0,CYL OIL RETURN TUBE HOSE CLAMPS LOOSE.,2013-02-25,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1120440,2013-03-06 17:52:00,2013-03-11 15:12:00,N549ND,7945.299999999999,7920.0,ALL OIL RETURN LINES LEAKING.,2013-03-08,TIGHTENED ALL OIL RETURN LINES.,c_35,oil return line
1120809,2013-03-19 13:26:00,2013-03-19 15:16:00,N512ND,9692.5,7920.0,"CYL OIL RETURN HOSE CLAMPS LOOSE, ALL CYLS.",2013-03-19,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1121563,2013-04-10 06:47:00,2013-04-10 11:27:00,N520ND,7988.3,7920.0,OIL RETURN LINE HOSE CLAMPS ARE LOOSE.,2013-04-10,TIGHTENED CLAMPS.,c_35,oil return line
1122115,2013-04-29 07:01:00,2013-04-29 10:40:00,N514ND,12980.3,7900.0,OIL RETURN HOSES LEAKING.,2013-04-29,TIGHTENED CLAMPS.,c_35,oil return line
1123308,2013-06-01 06:57:00,2013-06-02 15:26:00,N579ND,7185.900000000001,7920.0,#4 OIL RETURN LINE IS LEAKING.,2013-06-01,TIGHTENED CLAMP.,c_35,oil return line
1123321,2013-06-02 09:30:00,2013-06-02 09:56:00,N558ND,8822.0,7920.0,#3 OIL RETURN LINE IS CHAFING.,2013-06-02,REMOVED & REPLACED #3 OIL RETURN LINE W/ NEW. LEAK CHECK GOOD.,c_35,oil return line
1123334,2013-06-03 06:46:00,2013-06-05 10:47:00,N546ND,7507.200000000001,7920.0,CYL OIL RETURN HOSE CLAMPS LOOSE (ALL CYLS).,2013-06-03,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1123837,2013-06-17 07:58:00,2013-06-17 09:58:00,N571ND,8457.3,7920.0,OIL RETURN LINE CYL #3 CHAFED MORE THAN 20% OF MATERIAL ON EGT HARNESS.,2013-06-17,REMOVED & REPLACED OIL RETURN LINE.,c_35,oil return line
1124358,2013-07-01 15:02:00,2013-07-01 12:08:00,N540ND,6497.4,7900.0,#4 OIL RETURN HOSE LEAKING.,2013-07-01,TIGHTENED CLAMPS.,c_35,oil return line
1124591,2013-07-10 14:51:00,2013-07-10 14:59:00,N536ND,7935.4,7900.0,#2 & 4 OIL RETURN HOSES ARE LEAKING.,2013-07-10,TIGHTENED HOSE CLAMPS.,c_35,oil return line
1124795,2013-07-17 06:50:00,2013-07-18 14:07:00,N569ND,6223.8,7920.0,CYL OIL RETURN TUBE HOSE CLAMP LOOSE (ALL CYLS).,2013-07-17,TIGHTENED HOSE CLAMPS.,c_35,oil return line
