workorder,date_time_opened,date_time_closed,registration,total_time,ata_code,problem,date,action,cluster,cluster_name
1116003,2012-10-02 08:50:00,2012-10-10 13:38:00,N516ND,10499.9,2830.0,"CANNED ELECTRIC FUEL PUMP DRAIN TUBE FOR USE ON 571ND W/O #1115909, PD #1.",2012-10-02,REMOVED AS SERVICEABLE. PART ON ORDER.,c_18,drain line tube
1116003,2012-10-02 08:50:00,2012-10-10 13:38:00,N516ND,10499.9,2830.0,"CANNED ELECTRIC FUEL PUMP DRAIN TUBE FOR USE ON 571ND W/O #1115909, PD #1.",2012-10-10,INSTALLED NEW ELECTRIC FUEL PUMP DRAIN.,c_18,drain line tube
1116751,2012-10-25 14:24:00,2012-10-26 12:55:00,N512ND,8656.3,7310.0,FUEL SPIDER DRAIN LINE NEEDS TO BE SUPPORTED.,2012-10-26,SUPPORTED W/ TYWRAPS.,c_18,drain line tube
1117244,2012-11-09 21:36:00,2012-11-10 13:15:00,N527ND,5460.4,7250.0,CYL #1 OIL RETURN LINE CHAFING.,2012-11-10,REMOVED & REPLACED OIL DRAIN LINE.,c_18,drain line tube
1117255,2012-11-12 14:46:00,2012-11-12 14:51:00,N511ND,6845.9,2800.0,L/H FWD I/B FUEL QUICK DRAIN LEAKS.,2012-11-12,"INSTALLED NEW QUICK DRAIN VALVE, OPS CK GOOD.",c_18,drain line tube
1117322,2012-11-13 15:07:00,2012-11-13 10:52:00,N532ND,3120.6000000000004,7230.0,#4 CYL ROCKER DRAIN LINE CLAMP LOOSE & LEAKS NOTED.,2012-11-13,SECURED DRAIN CLAMP & TIGHTENING. CLEANED LEAKS IN AREA.,c_18,drain line tube
1117794,2012-11-27 17:14:00,2012-11-28 11:08:00,N573ND,7044.1,7300.0,L/H WING AFT I/B FUEL DRAIN LEAKING.,2012-11-28,REMOVED & REPLACED L/H WING AFT I/B FUEL DRAIN.,c_18,drain line tube
1118475,2012-12-31 09:52:00,2013-01-15 13:38:00,N568ND,6645.0,7900.0,#1 OIL RETURN LINE RUBBED ON OIL DRAIN LINE.,2013-01-15,REPLACED LINE. LEAK CHECK GOOD.,c_18,drain line tube
1118737,2013-01-14 07:00:00,2013-01-14 15:14:00,N547ND,6776.099999999999,7300.0,QUICK DRAIN IS LEAKING ON FUEL STRAINER.,2013-01-14,"REPLACED QUICK DRAIN VALVE, OPS CK OK.",c_18,drain line tube
1119263,2013-01-26 16:32:00,2013-01-26 09:42:00,N564ND,7858.299999999999,2830.0,DRAIN LINE BROKE OFF FROM FUEL PUMP.,2013-01-26,"REMOVED & REPLACED DRAIN LINE, OPS CK GOOD.",c_18,drain line tube
1119351,2013-01-29 14:39:00,2013-01-30 11:11:00,N531ND,3594.2999999999997,7300.0,FUEL INJECTOR DRAIN LINE CRACKED.,2013-01-29,"REMOVED CRACKED PORTION, REPOSITIONED LINE & SECURED.",c_18,drain line tube
1120493,2013-03-07 17:39:00,2013-03-07 09:48:00,N556ND,7746.0,2800.0,R/H WING FUEL DRAIN IS LEAKING.,2013-03-07,REMOVED & REPLACED LEAKY FUEL SUMP.,c_18,drain line tube
1120534,2013-03-09 11:05:00,2013-03-09 15:13:00,N559ND,12204.6,7300.0,FUEL DIVIDER DRAIN NEEDS DG CLAMP FOR SUPPORT.,2013-03-09,INSTALLED DG CLAMP TO SUPPORT FUEL DRAIN.,c_18,drain line tube
1120535,2013-03-09 15:10:00,2013-03-10 13:59:00,N558ND,8072.9,7300.0,FUEL FLOW DIVIDER DRAIN TUBE NEEDS TO BE SECURED.,2013-03-10,SECURED DRAIN TUBE.,c_18,drain line tube
1123826,2013-06-16 12:50:00,2013-06-17 14:57:00,N548ND,6771.0,2820.0,FUEL GASCOLATOR QUICK DRAIN LEAKING.,2013-06-16,REMOVED & REPLACED QUICK DRAIN.,c_18,drain line tube
1126079,2013-08-31 12:01:00,2013-09-02 13:49:00,N530ND,9913.3,7410.0,"ON RUN UP, L/H MAG DROPPED 350 RPM.",2013-09-01,"REMOVED PISTON, CLEANED & PRESERVED #2 CYL. ROCKER OIL DRAIN TUBE & SIDE BAFFLE REMOVED.",c_18,drain line tube
1127297,2013-10-09 07:31:00,2013-10-09 13:16:00,N579ND,5689.900000000001,7920.0,ALL LWR CYL OIL DRAIN LINE CLAMPS LOOSE.,2013-10-09,TIGHTENED ALL CLAMPS.,c_18,drain line tube
1127673,2013-10-21 14:54:00,2013-10-21 12:45:00,N567ND,6499.5,7310.0,SPIDER DRAIN LINE NEEDS TO BE REROUTED.,2013-10-21,REROUTED SPIDER DRAIN LINE.,c_18,drain line tube
1127708,2013-10-22 11:43:00,2013-10-22 10:21:00,N531ND,5546.1,7920.0,#1 ROCKER DRAIN RUBBER COUPLING IS OIL SOAKED.,2013-10-22,REMOVED & REPLACED DRAIN LINE COUPLER.,c_18,drain line tube
1128299,2013-11-11 15:02:00,2013-11-11 13:20:00,N579ND,5982.099999999999,7420.0,FUEL FLOW DIVIDER DRAIN LINE NEEDS TO BE SECURED.,2013-11-11,INSTALLED WDG CLAMPS TO SECURE FUEL DRAIN LINE.,c_18,drain line tube
1128478,2013-11-16 13:33:00,2013-11-16 14:25:00,N574ND,14418.4,2820.0,FUEL STRAINER QUICK DRAIN VALVE DOESN'T DRAIN.,2013-11-16,QUICK DRAIN OPS CK'ED GOOD.,c_18,drain line tube
1128486,2013-11-17 08:16:00,2013-11-17 14:05:00,N568ND,8826.0,7110.0,INDUCTION ELBOW DRAIN TUBE REQUIRES ADEL CLAMP.,2013-11-17,SECURED INDUCTION ELBOW DRAIN TUBE W/ ADEL CLAMP.,c_18,drain line tube
1129153,2013-12-09 10:06:00,2013-12-10 11:14:00,N515ND,10696.0,2810.0,L/H FUEL TANK QUICK DRAIN LEAK (BY COURTESY LIGHT).,2013-12-09,FLUSHED DRAIN VALVE & REMOVED FOD. LEAK CK GOOD. CLEANED ADJACENT AREA.,c_18,drain line tube
1129454,2013-12-17 16:38:00,2013-12-27 10:58:00,N543ND,9359.5,7170.0,AIR INTAKE DRAIN TUBE CHAFED.,2013-12-19,"PATCHED AIR INTAKE DRAIN TUBE, REINSTALLED.",c_18,drain line tube
1130264,2014-01-27 07:09:00,2014-01-27 11:01:00,N566ND,10250.6,7300.0,BOOST PUMP DRAIN TUBE GROMMET TORN.,2014-01-27,REPLACED GROMMET.,c_18,drain line tube
1132179,2014-03-21 14:53:00,2014-03-21 13:16:00,N514ND,15591.5,2800.0,ELECTRIC FUEL PUMP DRAIN TUBE BROKEN.,2014-03-21,"REMOVED BROKEN TUBE, RETHREADED TUBE & INSTALLED TUBE & GROMMET.",c_18,drain line tube
1132378,2014-03-27 14:43:00,2014-03-27 00:00:00,N573ND,10395.400000000001,3410.0,PILOT TUBE DRAIN HOLE BLOCKED,2014-03-27,REMOVED BLOCKAGE FROM PILOT TUBE DRAIN HOLE,c_18,drain line tube
1132535,2014-04-03 14:33:00,2014-04-03 00:00:00,N573ND,10395.400000000001,7300.0,FOD IN FUEL DUMP DRAIN,2014-04-03,REMOVED FOD FROM FUEL DUMP DRAIN,c_18,drain line tube
1133548,2014-05-06 14:02:00,2014-05-09 10:06:00,N543ND,10279.9,7230.0,CYL #3 ROCKER DRAIN LINE LOOSE.,2014-05-06,TIGHTENED DRAIN LINE.,c_18,drain line tube
1133629,2014-05-08 14:16:00,2014-05-08 12:42:00,N537ND,8695.7,5630.0,DOOR WINDOW FRAMES REQUIRE DRAIN HOLES.,2014-05-08,DRILLED DRAIN HOLES.,c_18,drain line tube
